"target","value_1","value_2"
109.635217217847,"1",101
95.7110333020832,"1",101
104.93749271993,"1",101
98.6023100886835,"1",101
106.205822507713,"1",101
100.232338858825,"1",101
107.145000634836,"1",101
102.132531747545,"1",101
107.979469196049,"1",101
334.138805075707,"1",101
101.417854523716,"1",101
102.180379250806,"1",101
87.1871053814644,"1",101
102.406494028895,"1",101
123.255264675964,"1",101
105.332326400023,"1",101
98.1545952311327,"1",101
94.101249204137,"1",101
101.025494294625,"1",101
92.4014043393231,"1",101
102.550385135774,"1",101
120.740293337168,"1",101
99.9051196134465,"1",101
109.21024343953,"1",101
102.533358666813,"1",101
99.7318479430361,"1",101
102.318378963424,"1",101
102.851121814655,"1",101
102.52420926691,"1",101
97.1981838455254,"1",101
100.265307411181,"1",101
99.0060974868969,"1",101
101.186536371179,"1",101
103.834963215076,"1",101
99.2949125628753,"1",101
133.139703808798,"1",101
99.6376362631749,"1",101
117.865128702263,"1",101
108.894758833143,"1",101
112.795349022867,"1",101
100.052351423663,"1",101
108.699113781955,"1",101
139.085022461627,"1",101
105.546174407893,"1",101
99.5673276072657,"1",101
110.245636293379,"1",101
101.006851041314,"1",101
101.355791675822,"1",101
100.883766086346,"1",101
102.931955367032,"1",101
99.0454763976732,"1",101
128.078979151257,"1",101
100.717696097881,"1",101
99.2598464104342,"1",101
104.51606448265,"1",101
103.503826289857,"1",101
103.21798869283,"1",101
95.3625722691728,"1",101
119.435222500113,"1",101
99.4621248855136,"1",101
102.200318266818,"1",101
98.7978657830199,"1",101
102.880615627366,"1",101
102.635711611619,"1",101
113.587918235744,"1",101
102.962055371966,"1",101
99.3855868446144,"1",101
99.1029349574079,"1",101
107.350857582394,"1",101
102.838852292296,"1",101
105.484723758945,"1",101
104.363130982588,"1",101
103.671522660634,"1",101
99.9002152267675,"1",101
105.687282561011,"1",101
98.9773318971027,"1",101
90.5477845468457,"1",101
100.019404459395,"1",101
97.3724722971033,"1",101
100.23499572723,"1",101
106.960661058233,"1",101
95.7546529087022,"1",101
104.107538570143,"1",101
90.4920346055682,"1",101
105.174831964484,"1",101
45.0442358893104,"1",101
102.626264753854,"1",101
102.376686145274,"1",101
96.6285261410614,"1",101
101.902889412001,"1",101
103.287173510703,"1",101
94.2528304464964,"1",101
107.210396874924,"1",101
103.809974193639,"1",101
101.9398959814,"1",101
116.633928400016,"1",101
98.5000678670093,"1",101
104.651873354674,"1",101
105.89018362858,"1",101
101.578872242557,"1",101
281.145294585286,"1",101
100.380599625719,"1",101
101.325327875964,"1",101
106.020646529433,"1",101
75.4096763766896,"1",101
97.3788797685877,"1",101
106.779350459202,"1",101
102.425456489746,"1",101
99.7134637162921,"1",101
102.147289832531,"1",101
113.240032306469,"1",101
106.106561281169,"1",101
97.4122078864298,"1",101
94.1514982289309,"1",101
99.7888411145863,"1",101
104.31080157228,"1",101
89.18463448635,"1",101
105.322401478812,"1",101
98.9443968237387,"1",101
-43.8020918307449,"1",101
99.0722307359501,"1",101
98.2162681721477,"1",101
100.516193202546,"1",101
100.207115066645,"1",101
110.593489285497,"1",101
104.441788952567,"1",101
102.037179734515,"1",101
103.736809228001,"1",101
95.7781724973625,"1",101
100.650196767656,"1",101
91.3990992506762,"1",101
304.30108998322,"1",101
108.700322930538,"1",101
99.5488545957477,"1",101
100.075493102314,"1",101
103.540229269879,"1",101
106.242622441967,"1",101
104.534167134662,"1",101
103.320586196526,"1",101
101.181773989429,"1",101
101.951362087353,"1",101
-44.2825261270701,"1",101
105.200300398399,"1",101
98.7023279339615,"1",101
100.660003575433,"1",101
511.460426244218,"1",101
96.4601833937353,"1",101
103.156893921994,"1",101
106.059984709458,"1",101
-112.772010432323,"1",101
110.01919966214,"1",101
102.37256401722,"1",101
83.4414774182416,"1",101
100.647628270359,"1",101
104.901056395919,"1",101
104.329751039429,"1",101
114.86219520982,"1",101
101.582895151333,"1",101
130.921926355782,"1",101
101.536459705463,"1",101
103.304609183073,"1",101
104.117640789431,"1",101
96.8399621363574,"1",101
101.883589085839,"1",101
117.174915524708,"1",101
97.5618749589055,"1",101
94.3711201198201,"1",101
122.572817483739,"1",101
103.835796930996,"1",101
97.8831037681485,"1",101
102.162112704181,"1",101
100.157365933966,"1",101
100.307819212056,"1",101
95.5623833285892,"1",101
103.36616949874,"1",101
105.862052148776,"1",101
96.3513394962563,"1",101
107.911535429821,"1",101
98.3374613726637,"1",101
99.7199480453312,"1",101
101.241515644065,"1",101
117.318604024962,"1",101
103.831743285679,"1",101
104.468628128905,"1",101
111.378168061206,"1",101
103.163981977628,"1",101
109.50600827502,"1",101
106.341451660904,"1",101
100.147839829988,"1",101
102.753599232061,"1",101
102.987735063869,"1",101
115.512241550012,"1",101
98.547855814296,"1",101
110.269422965344,"1",101
104.154249979165,"1",101
166.683493879773,"1",101
96.2851350183583,"1",101
106.182705039345,"1",101
99.5302154765155,"1",101
108.781315412914,"1",101
102.515289043581,"1",101
141.969764734023,"1",101
99.2888613641076,"1",101
103.486629866321,"1",101
94.5811687967405,"1",101
103.222840282122,"1",101
100.43372360239,"1",101
98.4362297773465,"1",101
88.4604126321604,"1",101
103.273047311745,"1",101
113.911943733894,"1",101
102.141514570103,"1",101
106.636893764948,"1",101
98.2482007265178,"1",101
99.8182209427921,"1",101
102.769470967168,"1",101
101.799612344474,"1",101
112.701580629813,"1",101
101.882943840444,"1",101
103.182349060619,"1",101
113.336912924209,"1",101
102.589981646308,"1",101
101.294772912836,"1",101
96.7614715558153,"1",101
101.096794276668,"1",101
99.0950886029015,"1",101
99.265276520166,"1",101
105.918364413789,"1",101
145.267596997689,"1",101
104.786596025589,"1",101
101.452251611674,"1",101
104.921344693794,"1",101
102.804361545762,"1",101
101.578310383016,"1",101
92.5113815133461,"1",101
108.808561869391,"1",101
100.76876034022,"1",101
100.091119128922,"1",101
105.976945368924,"1",101
102.177699278277,"1",101
105.820227428923,"1",101
104.382377960686,"1",101
106.590794262899,"1",101
105.310685155092,"1",101
100.889371729704,"1",101
119.762626798049,"1",101
100.744003469538,"1",101
102.165228118372,"1",101
101.105936649821,"1",101
103.164693775564,"1",101
112.013931305086,"1",101
107.46098422279,"1",101
104.914295320648,"1",101
99.9561952569658,"1",101
197.455730355376,"1",101
107.9906286508,"1",101
102.306085644173,"1",101
99.5998039387926,"1",101
88.2637693159344,"1",101
52.9637092312161,"1",101
394.07943950174,"1",101
104.749511851575,"1",101
100.804775500576,"1",101
93.5155105644084,"1",101
104.506513201135,"1",101
100.95950107113,"1",101
97.9702848133302,"1",101
114.137415293677,"1",101
103.414657031488,"1",101
126.762331294606,"1",101
104.163953378668,"1",101
91.185937536238,"1",101
102.715634433878,"1",101
99.6510272005088,"1",101
103.910727714791,"1",101
105.429147714901,"1",101
117.489435047984,"1",101
67.1660798558054,"1",101
109.871763529968,"1",101
95.6376148023616,"1",101
99.2733608447188,"1",101
125.3029403853,"1",101
103.162570077495,"1",101
108.136577833142,"1",101
92.242436263155,"1",101
101.310302103261,"1",101
100.722353487086,"1",101
99.4607721922318,"1",101
103.353198876314,"1",101
15.730922722207,"1",101
106.858351719513,"1",101
63.5327876204671,"1",101
104.861399044321,"1",101
95.197263532395,"1",101
1.12411847791563,"1",101
101.474067513343,"1",101
102.482328061574,"1",101
100.957881846224,"1",101
102.759830751776,"1",101
123.76949478204,"1",101
110.379163214454,"1",101
98.9718490292048,"1",101
103.934683564027,"1",101
172.819981045074,"1",101
101.297308768631,"1",101
97.2896132707077,"1",101
69.116117156431,"1",101
104.532673338804,"1",101
107.108465194129,"1",101
106.343817948277,"1",101
99.4034784974618,"1",101
100.967126283093,"1",101
97.3949695213164,"1",101
97.0772596235783,"1",101
98.2770063634599,"1",101
105.835204447877,"1",101
101.154951447667,"1",101
128.177058413078,"1",101
101.200424761613,"1",101
143.502412624439,"1",101
-273.478409996085,"1",101
105.242808033518,"1",101
104.503096249589,"1",101
142.028449317418,"1",101
103.104024616952,"1",101
86.5145891347663,"1",101
111.419967943232,"1",101
123.806862729356,"1",101
110.266760792458,"1",101
-235.073255994725,"1",101
96.8123181789115,"1",101
80.0022251331398,"1",101
105.659839213201,"1",101
93.0349528798605,"1",101
100.485261565718,"1",101
101.035820309376,"1",101
106.871535511227,"1",101
101.862140904629,"1",101
111.788984403152,"1",101
109.806624755668,"1",101
102.481134148271,"1",101
101.66162045435,"1",101
102.923964123757,"1",101
118.294435394856,"1",101
94.9001733196502,"1",101
101.085465728145,"1",101
105.341055132924,"1",101
101.316148287119,"1",101
101.544844090588,"1",101
99.2733899314681,"1",101
103.84651232983,"1",101
104.399743939798,"1",101
96.6376478250968,"1",101
103.445841372922,"1",101
95.666243161809,"1",101
49.7972580532459,"1",101
100.415447396786,"1",101
103.678996007837,"1",101
98.1763117472976,"1",101
172.95368304953,"1",101
106.093234914448,"1",101
108.694253035346,"1",101
110.029812927736,"1",101
100.228179818687,"1",101
103.054770398999,"1",101
104.603952207173,"1",101
99.4596231070559,"1",101
101.324598162024,"1",101
105.871204394007,"1",101
95.7302474026272,"1",101
107.644348964499,"1",101
101.421983784445,"1",101
99.862631876448,"1",101
106.117791699898,"1",101
92.2493896030172,"1",101
99.6373606871654,"1",101
121.050650273511,"1",101
98.9753375101193,"1",101
76.4169116977765,"1",101
91.4894700156551,"1",101
101.61933587912,"1",101
58.0166287734256,"1",101
99.4335934512557,"1",101
104.653486535505,"1",101
98.2861641427027,"1",101
101.374983335405,"1",101
97.1628058927372,"1",101
80.5353883817184,"1",101
99.8562869704768,"1",101
70.6499734138447,"1",101
103.581058494624,"1",101
100.517664514527,"1",101
107.625059240159,"1",101
-156.865455721976,"1",101
106.977578639972,"1",101
175.363918742428,"1",101
102.506323012753,"1",101
100.037739428284,"1",101
109.57103637544,"1",101
102.046493153982,"1",101
99.3470726337746,"1",101
101.66080953102,"1",101
106.214497257967,"1",101
104.824885606775,"1",101
100.629380344766,"1",101
85.5321190195488,"1",101
107.442944855346,"1",101
106.308273976836,"1",101
100.161732752071,"1",101
145.353857040521,"1",101
99.8861400992003,"1",101
99.2935582864241,"1",101
105.3147157351,"1",101
109.934661818195,"1",101
103.900394186439,"1",101
67.6375984925311,"1",101
98.2393747457948,"1",101
103.455505776382,"1",101
103.316452648251,"1",101
104.639295917467,"1",101
108.557316873264,"1",101
99.50035382423,"1",101
102.809147980277,"1",101
106.773662775348,"1",101
103.509041170262,"1",101
102.366735156722,"1",101
102.994997411595,"1",101
103.904522425275,"1",101
110.491542403039,"1",101
116.967717124611,"1",101
111.48185470049,"1",101
101.765488215951,"1",101
117.309527836927,"1",101
123.090187329823,"1",101
94.4814087038333,"1",101
96.5143670673549,"1",101
59.4511732442057,"1",101
107.610721938981,"1",101
98.5048172581866,"1",101
110.183870802877,"1",101
87.535071560041,"1",101
102.098469409402,"1",101
104.556182611042,"1",101
106.801054174672,"1",101
108.808656885941,"1",101
111.077943299247,"1",101
106.266758488953,"1",101
102.794204169118,"1",101
97.7094744065151,"1",101
101.105180958205,"1",101
54.0908115699924,"1",101
103.264663551256,"1",101
103.71106576034,"1",101
240.740143346234,"1",101
103.585099154373,"1",101
103.324657767173,"1",101
94.4458284179942,"1",101
96.5418440911384,"1",101
121.549379387946,"1",101
102.49204013911,"1",101
101.679966514214,"1",101
-69.087592331895,"1",101
105.139950839589,"1",101
102.645755778472,"1",101
101.359798470928,"1",101
114.35180878889,"1",101
100.689445545221,"1",101
92.6721265486151,"1",101
106.005719658554,"1",101
100.307995109288,"1",101
100.060989048153,"1",101
100.847823209721,"1",101
101.562132086558,"1",101
130.567507380757,"1",101
104.886770866782,"1",101
99.1326058854875,"1",101
110.058905726223,"1",101
108.000350869915,"1",101
100.387138572549,"1",101
108.715901230831,"1",101
76.3285772921569,"1",101
108.22730932021,"1",101
106.280339456476,"2",101
159.447907646714,"2",101
98.4171091768732,"2",101
103.193682807413,"2",101
114.671128777872,"2",101
105.284811419255,"2",101
102.787796880277,"2",101
105.012765856326,"2",101
107.911337745168,"2",101
104.680115906036,"2",101
102.801952199072,"2",101
120.204844548671,"2",101
101.785557087797,"2",101
108.099333184354,"2",101
100.767999054939,"2",101
101.099559178613,"2",101
101.952043340012,"2",101
105.610620860711,"2",101
108.856131567443,"2",101
96.5999717120624,"2",101
116.262281552553,"2",101
109.086588615448,"2",101
116.463582265411,"2",101
126.694527031025,"2",101
102.731306217234,"2",101
109.741516595525,"2",101
103.325037128322,"2",101
107.317152612038,"2",101
104.913813359187,"2",101
98.89302553198,"2",101
99.2280152268991,"2",101
104.373720651878,"2",101
105.165053651447,"2",101
101.39280356677,"2",101
111.771289496738,"2",101
108.437660189195,"2",101
112.526415999541,"2",101
104.919129949198,"2",101
95.1027658385125,"2",101
119.710727252072,"2",101
98.6132753840735,"2",101
101.805647959968,"2",101
102.674178862337,"2",101
98.2114557957636,"2",101
131.34562362037,"2",101
101.743616750978,"2",101
100.93898106266,"2",101
100.256928982723,"2",101
96.6417674974134,"2",101
100.071613106152,"2",101
103.249801339537,"2",101
39.1419809002799,"2",101
95.4936376455616,"2",101
110.326217632401,"2",101
104.681887507885,"2",101
64.0281422508669,"2",101
103.283682739808,"2",101
101.772121419936,"2",101
109.164711944198,"2",101
100.233057903734,"2",101
100.758237523486,"2",101
100.540609166589,"2",101
105.665983011072,"2",101
110.725997816834,"2",101
102.450020871416,"2",101
96.9004316950015,"2",101
100.384296082763,"2",101
95.4558286113634,"2",101
112.540765022108,"2",101
104.464124183131,"2",101
104.05462450572,"2",101
94.7101835110634,"2",101
96.2477414114942,"2",101
101.039926114863,"2",101
113.160892686078,"2",101
106.912566823757,"2",101
98.4729388660947,"2",101
113.40400007816,"2",101
102.477597091937,"2",101
106.673079761736,"2",101
74.9603079051582,"2",101
104.525064832925,"2",101
101.178821926262,"2",101
100.920966651564,"2",101
100.14070061009,"2",101
105.709051753689,"2",101
106.787639900785,"2",101
106.313263885851,"2",101
103.030938177678,"2",101
98.8056481889517,"2",101
129.850316801901,"2",101
112.248322599665,"2",101
103.343426818894,"2",101
62.5659336239249,"2",101
98.7782668923621,"2",101
99.184491113965,"2",101
102.318623311381,"2",101
97.0471922414525,"2",101
103.910404165784,"2",101
99.5153277505613,"2",101
115.598884682273,"2",101
104.011331550654,"2",101
109.220142499301,"2",101
101.262292171823,"2",101
144.382379248964,"2",101
108.251620920476,"2",101
93.8539295564484,"2",101
99.9302496105021,"2",101
106.560040254447,"2",101
95.2113635999131,"2",101
100.516739294739,"2",101
105.481424703949,"2",101
104.247661321603,"2",101
103.403997494617,"2",101
100.461984626543,"2",101
102.497200112814,"2",101
111.940365339789,"2",101
134.136031415283,"2",101
102.1153912042,"2",101
155.769320906351,"2",101
263.661696685887,"2",101
111.736174761459,"2",101
92.8734309619451,"2",101
103.193475716555,"2",101
103.282296769365,"2",101
102.51994014094,"2",101
126.903402207556,"2",101
100.560314372723,"2",101
107.785102538641,"2",101
105.946996162936,"2",101
100.998856195918,"2",101
121.347292804979,"2",101
48.369380672708,"2",101
104.079665766103,"2",101
105.372119552231,"2",101
102.687373005645,"2",101
101.705625398363,"2",101
102.315106608361,"2",101
100.199819363262,"2",101
